organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c', 'http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1']","['http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b', 'http://data.europa.eu/esco/occupation/2168e49d-e58a-43ec-a15e-8e173939b255', 'http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644', 'http://data.europa.eu/esco/occupation/7bc02fa7-7aaa-41a6-be5b-ab7a7b6684d3', 'http://data.europa.eu/esco/isco/C3']",168,SHIFT TECHNICIAN,"Job Description






VERD, a subsidiary of the Motor Oil Group, was founded in 2005 and is engaged in the production and marketing of biofuels. The company has a biodiesel production plant in Volos with a production capacity of 80,000 tons of biodiesel per year.




Starting with the role:


We are looking for a Shift Technician, based in Volos.




During your day you will:



Performs checks of operating instruments, on all key parts of the unit and keeps a record of indications such as temperatures, flows, etc.
It regularly takes samples from the production unit and forwards them to the Chemistry for analysis
Performs elementary analyzes of the samples during the shifts when the Chemistry is not working
Performs part of the routine maintenance of the production unit (e.g. changing catalysts, cleaning filters) and maintains a fault log





What you need to stand out:



Graduate of Technical School/ IEK of Mechanical Engineering, Petroleum and Natural Gas Technology Engineering, or related subject
1 to 2 years of experience in a Production Unit
Good knowledge of SCADA
Computer handling (Word, Excel)
Technical skills
Ability to work in shifts

Additional Features

Teamwork and cooperation
Responsibility and commitment to the goal
Strong communication skills",Entry / Junior,Full-time,"Volos, Greece",EL,,,,2024-09-09,kariera.gr,168281
,"['http://data.europa.eu/esco/skill/2b69525c-731c-4813-99a7-673fa5679d32', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7', 'http://data.europa.eu/esco/isco/C3322']",213,"Real Estate Sales Consultant - Start from scratch, conquer the market (Piraeus)","NEW COMMUNITY - NEW MODEL - NEW PROPOSAL
Welcome to newdeal real estate group, the most innovative and integrated ecosystem for the real estate industry in Greece.
We recognize the value of education and continuous development, which is why we have created opportunities waiting for you to discover.
It's time to showcase your talent and double your income.
Real estate sales is a highly competitive and demanding field. ""We have several Consultants at newdeal whose profits from sales and rentals move annually even in six figures"" says Stavroula Vamvaka, founder of the company.
What sets them apart and achieves so much revenue is their ability to sell. And this is where real estate education comes in.
To help you become the best Real Estate Consultants/brokers with the highest revenue we have established the first Real Estate Academy in Greece and we are collaborating with the National and Kapodistrian University of Athens Department of Accounting | T.D.E.O. and we offer the best training programs. See here.
 
What else do we offer?

30 Day Program for Beginners: A unique program for new entrants, equivalent to 30 opportunities for dynamic market entry and quick results.
Unbeatable Remuneration Package: we have the best remuneration system in the market. It is a fair system that rewards performance. The Advisor/broker initially receives 55% of the commission and goes up to 100% after a minimum production threshold.
Large Client Base: We have an extensive client base looking to buy or sell real estate.
24/7 Continuous Support, continuous coaching. We provide guidance and support in everyday life for all our partners.
Open minded: We respect diversity and innovation.
Your success is our passion: We do smart marketing and use state-of-the-art tools,
COOL tour. New lifestyle: We are a community of equals, proud of each other. We are cool and enjoy a free enterprise culture.

If you have drive, tenacity and ambition, and have experience in the field of customer service as a real estate agent, salesperson, freelancer, insurance consultant or marketing professional, then you already have a competitive advantage for a successful career as a Real Estate Consultant.
 
If you want a professional financial success then you are the one we are looking for!",No experience / No degree,Full-time / Part-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168650
,"['http://data.europa.eu/esco/skill/2b69525c-731c-4813-99a7-673fa5679d32', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7', 'http://data.europa.eu/esco/isco/C3322']",214,"Real Estate Sales Consultant - Start from scratch, conquer the market (Nice & Western Suburbs)","NEW COMMUNITY - NEW MODEL - NEW PROPOSAL
Welcome to newdeal real estate group, the most innovative and integrated ecosystem for the real estate industry in Greece.
We recognize the value of education and continuous development, which is why we have created opportunities waiting for you to discover.
It's time to showcase your talent and double your income.
Real estate sales is a highly competitive and demanding field. ""We have several Consultants in newdeal whose profits from sales and rentals move annually even in six figures"" says Stavroula Vamvaka, founder of the company.
What sets them apart and achieves so much revenue is their ability to sell. And this is where real estate education comes in.
To help you become the best Real Estate Consultants/brokers with the highest revenue we have established the first real estate Academy in Greece and we are collaborating with the National and Kapodistrian University of Athens Department of Accounting | T.D.E.O. and we offer the best training programs. See here.
 
What else do we offer?

30 Day Program for Beginners: A unique program for new entrants, equivalent to 30 opportunities for dynamic market entry and quick results.
Unbeatable Remuneration Package: we have the best remuneration system in the market. It is a fair system that rewards performance. The Advisor/broker initially receives 55% of the commission and goes up to 100% after a minimum production threshold.
Large Client Base: We have an extensive client base looking to buy or sell real estate.
24/7 Continuous Support, continuous coaching. We provide guidance and support in everyday life for all our partners.
Open minded : We respect diversity and innovation.
Your success is our passion: We do smart marketing and use state-of-the-art tools,
COOL tour. New lifestyle: We are a community of equals, proud of each other. We are cool and enjoy a free enterprise culture.

If you have drive, tenacity and ambition, and have experience in the field of customer service as a real estate agent, salesperson, freelancer, insurance consultant or marketing professional, then you already have a competitive advantage for a successful career as a Real Estate Consultant.
 
If you want a professional financial success then you are the one we are looking for!",No experience / No degree,Full-time / Part-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168649
,"['http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7', 'http://data.europa.eu/esco/isco/C3322']",215,Real Estate Sales Agent - No Experience? No problem! We are the Academy of Professionals (Alimos & Southern Suburbs),"Looking for the next big real estate career opportunity? Are you ready to take control of your income and improve the quality of your work life? 
Is commission money an incentive to get into real estate sales? If yes, then start reading why NewDeal is the best choice.
newdeal real estate group wishes to embrace business enthusiastic, ambitious professionals who want to develop their career in a progressive and supportive environment.
We have an unbeatable remuneration package
It is a fair system that rewards performance. The Advisor/broker receives from the first euro 55% of the commission and when he exceeds a minimum production threshold, annually, he receives from each transaction 100% of the fee.
For example: The commission from the sale of a property worth 150,000 is 6,000 euros. Of these, his salary is 3300 euros.  When his commissions exceed a limit within the year  then from each subsequent transaction he receives 100% of the fee. In our example, the entire amount of 6,000 euros! 
newdeal is much more than just a real estate business: it is a progressive framework that develops the business skills of its partners.
What else do they do that sets us apart:

Education at the highest level: We have established the first real estate Academy in Greece and cooperate with the National and Kapodistrian University of Athens | Department of Accounting T.D.E.O.
Large Client Base: We have an extensive client base looking to buy or sell real estate.
24/7 Continuous Support, continuous coaching: We provide everyday guidance and support for all our partners.
Open minded: We respect diversity and innovation.
Your success is our passion: We do smart marketing and use state-of-the-art tools,
COOL tour. New lifestyle: We are a community of equals, proud of each other. We are cool and enjoy a free enterprise culture.

If you have: Drive, tenacity and ambition, and have customer service experience as a real estate agent, salesperson, freelancer, insurance consultant or marketing professional, then you already have a competitive edge for a successful career as a Real Estate Consultant.
If you want a professional financial success then you are the one we are looking for!",No experience / No degree,Full-time / Part-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168648
,"['http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7', 'http://data.europa.eu/esco/isco/C3322', 'http://data.europa.eu/esco/isco/C3334']",216,Real Estate Agent - From beginner to professional. We are the road (Kifissia & Northern Suburbs),"Looking for the next big real estate career opportunity? Are you ready to take control of your income and improve the quality of your work life? 
Is commission money an incentive to get into real estate sales? If yes, then start reading why NewDeal is the best choice.
newdeal real estate group wishes to embrace business enthusiastic, ambitious professionals who want to develop their career in a progressive and supportive environment.
We have an unbeatable remuneration package
It is a fair system that rewards performance. The Advisor/broker receives from the first euro 55% of the commission and when he exceeds a minimum production threshold, annually, he receives from each transaction 100% of the fee.
For example: The commission from the sale of a property worth 150,000 is 6,000 euros. Of these, his salary is 3300 euros.  When his commissions exceed a limit within the year  then from each subsequent transaction he receives 100% of the fee. In our example, the entire amount of 6,000 euros! 
newdeal is much more than just a real estate business: it is a progressive framework that develops the business skills of its partners.
What else do they do that sets us apart:

Education at the highest level: We have established the first real estate Academy in Greece and cooperate with the National and Kapodistrian University of Athens | Department of Accounting T.D.E.O.
Large Client Base: We have an extensive client base looking to buy or sell real estate.
24/7 Continuous Support, continuous coaching: We provide everyday guidance and support for all our partners.
Open minded: We respect diversity and innovation.
Your success is our passion: We do smart marketing and use state-of-the-art tools,
COOL tour. New lifestyle: We are a community of equals, proud of each other. We are cool and enjoy a free enterprise culture.

If you have: Drive, tenacity and ambition, and have customer service experience as a real estate agent, salesperson, freelancer, insurance consultant or marketing professional, then you already have a competitive edge for a successful career as a Real Estate Consultant.
If you want a professional financial success then you are the one we are looking for!",No experience / No degree,Full-time / Part-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168647
,"['http://data.europa.eu/esco/skill/2b69525c-731c-4813-99a7-673fa5679d32', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/f130eab9-64a5-47f8-a63e-e4788aa935ce', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/occupation/d261a6a4-7ea7-4295-a84e-f4b1a56990d7', 'http://data.europa.eu/esco/isco/C3322']",217,Real Estate Agent - Are you a beginner? Start at newdeal (Larissa),"NEW COMMUNITY - NEW MODEL - NEW PROPOSAL
Welcome to newdeal real estate group, the most innovative and integrated ecosystem for the real estate industry in Greece.
We recognize the value of education and continuous development, which is why we have created opportunities waiting for you to discover.
It's time to showcase your talent and double your income.
Real estate sales is a highly competitive and demanding field. ""We have several Consultants in newdeal whose profits from sales and rentals move annually even in six figures"" says Stavroula Vamvaka, founder of the company.
What sets them apart and achieves so much revenue is their ability to sell. And this is where real estate education comes in.
To help you become the best Real Estate Consultants/brokers with the highest revenue we have established the first real estate Academy in Greece and we are collaborating with the National and Kapodistrian University of Athens Department of Accounting | T.D.E.O. and we offer the best training programs. See here.
 
What else do we offer?

30 Day Program for Beginners: A unique program for new entrants, equivalent to 30 opportunities for dynamic market entry and quick results.
Unbeatable Remuneration Package: we have the best remuneration system in the market. It is a fair system that rewards performance. The Advisor/broker initially receives 55% of the commission and goes up to 100% after a minimum production threshold.
Large Client Base: We have an extensive client base looking to buy or sell real estate.
24/7 Continuous Support, continuous coaching. We provide guidance and support in everyday life for all our partners.
Open minded : We respect diversity and innovation.
Your success is our passion: We do smart marketing and use state-of-the-art tools,
COOL tour. New lifestyle: We are a community of equals, proud of each other. We are cool and enjoy a free enterprise culture.

If you have drive, tenacity and ambition, and have experience in the field of customer service as a real estate agent, salesperson, freelancer, insurance consultant or marketing professional, then you already have a competitive advantage for a successful career as a Real Estate Consultant.
 
If you want a professional financial success then you are the one we are looking for!",No experience / No degree,Full-time / Part-time,"Larisa, Greece",EL,,,,2024-09-09,kariera.gr,168646
,"['http://data.europa.eu/esco/skill/03a0ab28-ce99-4e14-baf8-a66c55da28f8', 'http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2', 'http://data.europa.eu/esco/skill/3391d6dd-d584-4c8c-9af9-d2f0c45e2b4b', 'http://data.europa.eu/esco/skill/477579e7-e0ca-4cc5-8712-17b78d0d8d2a', 'http://data.europa.eu/esco/skill/5330b70e-16f5-43a7-a6de-18fd6a4bd063', 'http://data.europa.eu/esco/skill/7053c54a-994e-4b87-865d-a520b5c401c7', 'http://data.europa.eu/esco/skill/7800332c-a8eb-4792-8d72-50d509616154', 'http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3', 'http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582']","['http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321', 'http://data.europa.eu/esco/occupation/1b38a27d-ef98-4d9f-b1b2-8c109bf47e79', 'http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234', 'http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f', 'http://data.europa.eu/esco/isco/C2432']",224,Communication & Events Associate,"Position description
Group Paliria, the No 1 dolma producer internationally and the largest Greek company producing and exporting ready meals, is looking for a talented and creative individual for the role of Communication & Events Associate to join our Marketing team, in Kifissia. The ideal candidate needs to have a passion for digital tools, b2b events, preferably in the context of the food industry and support our company’s communication in all aspects.
 
Key responsibilities 

Manages online presence in Greece & globally
Creates content for digital and print media, including articles, press releases, social media posts/ media pitches, & other PR materials such as supporting materials for awards & distinctions
Assists in building & maintaining relationships with media, journalists and partners
Supports national & international participations in food exhibitions, food shows and corporate events
Assists in maintenance of corporate identity across channels internally & externally
Collaborate with other company teams to align marketing activities with overall business objectives

 
Required qualifications

Bachelor' s degree in Marketing, Communications, Public Relations or related field
2-4 years of experience in a similar position
Excellent knowledge of the English language
Very good knowledge of digital tools and content platforms (e.g. Google Analytics, Facebook Ads, WordPress)
Experience in event management and public relations
Ability to write creative and engaging content
Excellent communication and organizational skills
Ability to work in a fast-paced and dynamic environment

Benefits

Competitive salary
Private health insurance
Pleasant and modern working environment
Opportunities for career development in a fast-growing international environment",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168635
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2', 'http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91', 'http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8', 'http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c', 'http://data.europa.eu/esco/skill/3e28860e-f520-461d-8282-a32264c4f4a1', 'http://data.europa.eu/esco/skill/3ebc672a-8049-4305-8c42-0e9168b92798', 'http://data.europa.eu/esco/skill/56c59e98-f133-48ad-9d01-f357a8e2c218', 'http://data.europa.eu/esco/skill/83723a7f-e905-4d6c-82ba-f40ab873883d', 'http://data.europa.eu/esco/skill/9f10e94b-a43d-4772-9f60-24e9bbbdedb7', 'http://data.europa.eu/esco/skill/fef5a450-6230-4a34-b3e3-764252dbdcec']","['http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f', 'http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7', 'http://data.europa.eu/esco/occupation/056f1849-7ff8-4d6f-9b8a-176a610bba44', 'http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c', 'http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072', 'http://data.europa.eu/esco/isco/C141', 'http://data.europa.eu/esco/isco/C1411', 'http://data.europa.eu/esco/isco/C334']",234,Junior Revenue Analyst - Oia Santorini,"We are seeking a highly analytical and detail-oriented Junior Revenue Analyst to join our dynamic team in the hotel industry. As a Junior Revenue Analyst, you will report to the Commercial Manager and contribute to maximizing revenue and profitability.
Responsibilities:

Responsible for mapping new accounts to the Channel Manager.
Responsible for auditing mapping and connectivity and updating with any changes.
Daily monitoring of inventory management.
Preparation of stop sales and extra allotment requests.
Communication with Front Office Team regarding room allocations.
Daily pickup analysis to monitor reservation patterns to ensure optimal utilization of inventory.
Preparation of daily reports.
Generate reports and update as per the need of the department.
Update rates and restrictions according to Commercial Manager’s guidelines.
Implementation of offers in the Channel Manager, Booking Engine, partners platforms and OTA extranets.
Responsible for investigating parity issues and update information as needed.
Conduct regular analysis of competitor pricing, promotions, and market positioning.
Work closely with sales, marketing, and the operations teams to align revenue management strategies with overall business goals.
Good level of Excel.
Experience with WebHotelier, PMS.
Experiencer with OTA Extranets.

*Additional tasks as per the need of the department.
Necessary Qualifications:

Fluent in English
Bachelor's degree in Hospitality Management, Business, Economics, or a related field
Prior experience in Hospitality
Analytical & numerical skills
Knowledge of Excel

Desirable Qualifications:

High level of motivation, determination and commitment
Attention to detail
Communications & listening skills/ Team player
Adaptable & Multitasking
Commercial mindset

Benefits:

Competitive salary remuneration
Career development in a fast-paced, growing work environment.
Training opportunities.
Daily meals during hotel operations
Full year job
Friendly work environment

If you are a strategic thinker with a keen understanding of the hotel industry and eager to learn more about revenue management, we invite you to apply for this exciting opportunity to contribute to our success!
Please send your CV in English, with a recent photo attached.",Mid-level,Full-time,"Oia, Greece",EL,,,,2024-09-09,kariera.gr,168625
,"['http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e', 'http://data.europa.eu/esco/skill/d4eeb8f1-50d2-4a62-a405-f5eeaeec7f52', 'http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39']","['http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7', 'http://data.europa.eu/esco/occupation/68bc2af1-96ea-4ec2-8b2f-5cde76472135', 'http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890', 'http://data.europa.eu/esco/occupation/c9191f7f-28b5-4df8-991d-804c53009b83', 'http://data.europa.eu/esco/isco/C6121', 'http://data.europa.eu/esco/isco/C631']",236,FARM THE FUTURE WITH TIMAC AGRO,"FARM THE FUTURE WITH TIMAC AGRO
Do you want to join a commercial multinational company and become part of a dynamic team? You are in the right place!
We are strengthening our team with ambitious, result-oriented people!
Join the team as a Sales Technician - Nutrition Consultant, Regional Director, Product Manager, Marketing Specialist... and shape your journey with your capabilities and our opportunities!
Who We Are
Timac Agro | LYDA, a commercial multinational company member of the French Roullier group, has been active in Greece for 26 years in the field of fertilizers and livestock products. Our goal is to maximize the quality and quantity of agricultural production, providing the Greek producer with innovative solutions with very high technology and highly specialized technical advice.
The Roullier Group is dedicated to enabling Earth and people to produce the best results possible. The Roullier Group was founded in Saint Malo, Brittany, Northern France in 1959, when its founder, Daniel Roullier, set up the first coralline algae processing plant to produce soil improvement products. Since then, the Roullier Group has expanded to more than 130 countries and today is a global industrial force with more than 96 production sites worldwide, producing 4.8 million tons of finished product annually with a turnover of over 2.5 billion euros.
Desired qualifications:

Degree in a related subject, Agriculture or Business Administration.
Minimum work experience of 2 years.
Negotiation & communication skills.
Entrepreneurial spirit, oriented towards innovation and autonomy.
Ambition and result orientation.
Problem solving skills to identify and address challenges with creative solutions.
Knowledge of English language and PC.
Driver's license holder.

Apply now to join our team!
All resumes will be sent to hr@gr.timacagro.com with code: FARM-THE-FUTURE.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168458
,"['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265', 'http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64', 'http://data.europa.eu/esco/skill/1af2db15-2af9-44dd-9639-bf1fc69d4c34', 'http://data.europa.eu/esco/skill/29fb886c-6be0-4e93-9ea1-232881f2092a', 'http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b', 'http://data.europa.eu/esco/skill/5bac4bcc-1846-4688-ba02-ad2b51544282', 'http://data.europa.eu/esco/skill/71152876-b629-4a99-b9ea-0f25a0d07e4e', 'http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363', 'http://data.europa.eu/esco/skill/9b862976-aa05-4bde-8ed6-8f39790edd0f', 'http://data.europa.eu/esco/skill/b216d9a2-7d4e-4312-8d05-e375f4ab44d8', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f64fe2c2-d090-4e91-ba74-1355d96b9bca', 'http://data.europa.eu/esco/skill/0afb2715-a6ee-4ad9-ac8a-fb904dd99b61', 'http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a', 'http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c', 'http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74', 'http://data.europa.eu/esco/skill/bda0d115-f315-453e-99dc-f8b0e5862db3', 'http://data.europa.eu/esco/skill/c0ccbd15-36f3-4515-ae0b-b4062d225ee2', 'http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b', 'http://data.europa.eu/esco/skill/fae27053-8924-4bfd-b565-c9fe502044c9']","['http://data.europa.eu/esco/occupation/2eac08c2-a81a-46fc-8d75-eb0e0f3e0f6d', 'http://data.europa.eu/esco/occupation/3ae4fd99-814a-4d06-a7db-5ee680c22e26', 'http://data.europa.eu/esco/occupation/53a362a4-4c83-4ce2-837f-d1faba4cd247', 'http://data.europa.eu/esco/occupation/562dd713-5745-4457-929e-5b909da084ca', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c', 'http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a', 'http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890', 'http://data.europa.eu/esco/occupation/d18a8976-a283-42ad-9541-75c49396dbd7', 'http://data.europa.eu/esco/occupation/35d4ab0d-5a2a-4ed8-b8ba-7169314168f5', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25', 'http://data.europa.eu/esco/occupation/f1ecc3c4-8212-4386-871a-6fda1b5b4d91']",251,Pre-Sales & Bidding Specialist,"About the Role\nINTRALOT is looking for a Pre-Sales & Bidding Specialist to drive the development of high-quality, competitive, and compliant bid responses. In this role, you will be responsible for managing the end-to-end bidding process, ensuring alignment with customer requirements and industry regulations. You will collaborate with technical and business teams to deliver structured proposals that effectively present INTRALOT's value proposition.\n\nKey Responsibilities\nManage the full bid lifecycle, from qualification and proposal development to submission and contract negotiations.Analyze RFPs and bid requirements, ensuring compliance and technical feasibility.Develop structured, compelling proposals, integrating technical and commercial content.Coordinate inputs from multiple teams, including Sales, Marketing, Product, Finance, Legal, and Technical experts.Maintain and enhance the proposal content database, ensuring accuracy and efficiency.Monitor industry trends in Lottery & Gaming, including gaming platforms, PAM, networks, and system architectures.Support sales pipeline management, identifying and tracking business opportunities.What You Bring\nBachelor's degree in IT, Computer Science, Business, or a related field (Master's preferred).1-3 years of experience in Bid Management, Pre-Sales, or Technical Writing.Familiarity with public procurement processes, government tenders, and compliance frameworks.Understanding of hardware & software procurement, system architectures, and IT solutions.Strong analytical and communication skills, with the ability to structure complex information into clear, persuasive proposals.Fluency in Greek & English, both written and spoken.Detail-oriented mindset, with the ability to manage multiple projects under strict deadlines.\n  About Us: INTRALOT, a publicly listed company established in 1992, is a leading gaming solutions supplier and operator active in 39 regulated jurisdictions worldwide. With a global workforce of approximately 1,700 employees, INTRALOT is committed to redefine innovation and quality of services in the lottery and gaming sector, while supporting operators in raising funds for good causes. In 2023, INTRALOT was distinguished as a top ten most attractive employer brands in Greece.\n\n\n\nINTRALOT has been awarded the prestigious WLA Responsible Gaming Framework Certification by the World Lottery Association. We always act with integrity and enjoy what we do.\n\nWhy Join Us:\n A competitive compensation package combined with additional benefits.\n Hybrid working model.\n Private Insurance for you and your family.\n Modern facilities, parking inside, enticing restaurant and corporate bus.\n An extensive training program upon induction and throughout employment.\n Exceptional opportunities to learn and develop in a multinational environment.\n Prospects for professional growth both locally and globally.\n\nWe are an Equal Opportunity Employer. We do not discriminate in any employment practices for reasons of race, color, religion, gender, sexual orientation, national origin, age, marital status, medical condition or disability, or any other legally protected status. Our premises at Paiania, Attica, have been designed to provide easy access to people with disabilities.\n\n\n\n#CB#",N/A,Full-time,"Paiania, Greece",EL,,,,2025-06-18,kariera.gr,109248
