organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/6345d3a4-7d1a-40a9-9a82-6ed06beffe7b', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8', 'http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/8813bf9b-86f3-47d1-849d-399121e6d429', 'http://data.europa.eu/esco/skill/966ade6d-9450-48f6-a955-83d4e9ad9ca3', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c']","['http://data.europa.eu/esco/occupation/3e9c1262-4fe2-4eb1-bf94-4fe64498393a', 'http://data.europa.eu/esco/isco/C2']",302,Retention of Existing Customers for Electricity Company (Mon-Fri 09:00-17:00),"Are you a dynamic person? Team spirited and passionate about customer service and sales?
Are you comfortable with written and verbal communication?
You can now develop your skills and develop professionally in a growing working environment aiming for development prospects. Send us your CV today and join our dynamic team. What are we looking for?

Communication with existing clientele with the aim of retaining them
Maintaining and renewing the customer relationship
Presenting programs and closing sales deals
Registration of data and requests of existing or new customers
Search for new clientele
Maintaining high levels of customer satisfaction

Necessary qualifications:

Secondary Education Diploma or University/TEI/IEK Graduate
Very good computer knowledge
Knowledge of the English Language will be considered
Excellent communication and negotiation skills
Customer-centric mentality with an emphasis on results
Team spirit, with an appetite for training and developing professional skills

What we provide:

Full time job with indefinite employment contract
Paid training from experienced trainers
Work schedule in shifts Monday - Friday, 4 days morning - 1 day afternoon
Competitive fixed salary package
Performance evaluation and reward with a monthly bonus
Ongoing training & coaching
Excellent working environment
Development prospects with the confidence and dynamism of a large multinational service company
Easy access to the site by public transport

 
If your resume meets the job requirements, we will contact you by phone to set up a meeting. For any further information or clarification do not hesitate to contact us by email at: CCHR_consultants@icap-os.com and the relevant job consultant will contact you. We treat each request with responsibility and absolute confidentiality. You can find more jobs at www.icapjobs.gr.",Entry / Junior,Full-time,"Kallithea, Greece",EL,,,,2024-09-07,kariera.gr,168565
,"['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2', 'http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940', 'http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/de7b8c6c-9ed4-4776-924c-4265dd1d9cde', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868']","['http://data.europa.eu/esco/isco/C522', 'http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c', 'http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8', 'http://data.europa.eu/esco/isco/C2424']",346,Junior Field Sales Representative,"Mellon Technologies, the parent company of Mellon Group of Companies, was founded in 1994 in Athens. Our offering consists of specialized technology solutions, contact centre and business process outsourcing services.
Mellon Technologies is seeking motivated and energetic Junior Field Sales Representatives to join our team.The primary responsibility of this role is to visit door-to-door retail merchants to promote payment acceptance solutions and services related to EFTPOS (Electronic Funds Transfer at Point Of Sale). This is an exciting opportunity to join a dynamic team and grow with a leading company in the financial services industry.
Key Responsibilities:

Conduct door-to-door sales visits to retail merchants within assigned territories
Promote and sell EFTPOS solutions to potential customers
Demonstrate product features and benefits to prospective clients
Build and maintain strong relationships with retail merchants
Achieve sales targets and KPIs set by the management
Provide excellent customer service and support to clients
Collect and report market feedback and sales data to the management team
Attend training sessions and sales meetings as required

Requirements:

High school diploma or equivalent; a bachelor’s degree in business, marketing, or a related field is a plus
Previous experience in sales, especially field sales or door-to-door sales, is preferred
Excellent communication and interpersonal skills
Strong negotiation and persuasion abilities
Self-motivated with a results-driven approach
Ability to work independently and as part of a team
Valid driver’s license

Benefits:

Competitive salary and commission structure
Multicultural and excellent working environment
Opportunities for career advancement",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-07,kariera.gr,168527
,"['http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/e952e573-6a42-4d57-ab9e-70902547cf48', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/isco/C3511']",381,Secretarial Support,"The Medica Polyclinic offers high quality services and personalized clinical treatment for each patient.
In our modern facilities, we offer high-level services with the latest medical and technological equipment, which are a guarantee for the accuracy of the diagnosis.
In continuation of our continuous development, we are looking for a Secretarial Support employee for full-time employment in Agios Stefanos, Attica 
 
Responsibilities

Reception and service of examinees
Registration of exams and delivery of results
Prescription
Telephone customer service, appointment scheduling, email management
Data entry into internal programs (CRM)
Coordination and collaboration with individual departments

 
Qualifications required

2-3 years of experience in a similar position (ideally in the health sector)
Excellent knowledge of PC applications Dynamic and pleasant personality
Very good knowledge of PC and Microsoft Word, Excel
Knowledge of electronic Prescribing system 
Organizational and communication skills
Good knowledge of the Greek language
Consistency, reliability and confidentiality

 
The company offers

Stable salary package
Support in learning and promotion
Modern and dignified environment",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-07,kariera.gr,168497
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9', 'http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8', 'http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284', 'http://data.europa.eu/esco/skill/517f678e-001b-4985-acb4-9edc3500d74c', 'http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580', 'http://data.europa.eu/esco/skill/66d47084-9437-48b2-819b-c4c8214ed650', 'http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14', 'http://data.europa.eu/esco/skill/7d092d81-d1e2-4c34-b3cb-c1c9f2e68b7d', 'http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26', 'http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363', 'http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378', 'http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57', 'http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c']",450,Financial Outsourcing Associates,"At PwC Greece, we believe change is the new constant. An enterprise’s ability to innovate, adopt new technology and disrupt the status quo is a core capability needed to thrive. We support and guide clients to disrupt their existing business models. Innovative mindsets and human ingenuity are always welcome. This is why we are looking for you.
If you are a problem solver with motivation to learn, someone willing to collaborate with different teams across PwC Greece, a good communicator with high emotional intelligence and someone willing to take ownership beyond the obvious, then you are the one!
If you are committed to excellence in client service and passionate about how technology could be an enabler in our digital world, then you are the one!
Currently, we are looking for Associates to join our Financial Outsourcing team in Athens. Our Financial Outsourcing services team designs and implements strategies that help organisations innovate, grow, reduce costs and leverage talent. Our services include multi-scenario financial forecasting and monitoring tools, high quality financial and management reporting, reliable and expert advice, process improvement, budgeting, planning and constant monitoring.
 
Examples of tasks you will work on as part of the team


Participate in the preparation of consolidated Financial Statements,  interim/annual statutory reports under IFRS US GAAP and Greek GaaP


Assist team members in the creation of sophisticated financial models and presentations for various stakeholders


Collaborate with team members by preparing financial data analysis reports and designing analytics, charts and graphs using BI tools


Participate in corporate restructuring projects


Collaborate in a team-oriented environment, develop innovative approaches to solving problems


 
What we are looking for


Excellent academic records from a Greek or foreign university (Bachelor’s or Master’s degree) relevant to any of the following areas: Finance, Economics, Business Administration or other related field


0-3 years of previous working experience in a relevant role


Ability to communicate effectively, both verbally and in writing, and fluently both in Greek and English


Familiar with data analysis tools (e.g. Power BI), PowerPoint and Excel will be considered as an asset 


Ability and willingness to work under pressure and meet tight deadlines


Exceptional collaboration, communication and interpersonal skills and a team-player mentality.


Continuous learning and development mindset


Military services fulfilled


What’s in it for you 
At PwC is all about people, encouraging high performance and quality work.
Being part of our team includes:
🕑 Hybrid working model
💸 Competitive total compensation package
🏥 Health and life insurance 
🤵  Dress for the day - wear what makes you feel comfortable and dress for your day
💻 Company mobile phone and laptop 
🌴 Extra days of annual leave
🧘🏼 Wellness Initiatives like gym sessions & nutritionist
🏃🏽‍♂️ Actions Teams eligible to participate (e.g. Running, Trekking) 
📚 Career development opportunities & continuous training whilst learning from a wide range of top professionals and through tailor made training programmes
🌎 Global mobility opportunities
If you're looking for a team that values your work and solves meaningful problems, apply now!
We believe the best work is human-led and tech-powered. If you’re keen to apply and need reasonable adjustments or would like to note which pronouns you use at any point in the application or interview process, please let us know.
Who we are
PwC in Greece is the largest professional services firm in the country, with premises in Athens, Thessaloniki, Patras and Ioannina and more than 1800 employees. More than 295,000 people in 156 countries across our network share their thinking, experience and solutions to develop fresh perspectives and practical advice. PwC Greece exists to provide top-quality industry-focused assurance, tax and advisory services to industry leading clients. 
Don’t miss the opportunity to develop yourself and grow your career in the global leading professional services firm in Greece.
All applicants will be acknowledged and treated in the strictest confidence.",Entry / Junior,Full-time,"Chalandri, Greece",EL,,,,2024-09-07,kariera.gr,168416
,"['http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/abf09aa8-a7a9-43b0-9f6e-33ac110c7a4e']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd', 'http://data.europa.eu/esco/isco/C3321', 'http://data.europa.eu/esco/isco/C3322']",501,Be Insurance Agent | A new perspective awaits you in Komotini - Xanthi,"Do you have little experience in sales, customer service or management and do you want to take a new step in your career and learn what the role of the modern insurance service consultant is?
Are you communicative, ambitious and would you like to work with one of the most well-known multinational companies in the insurance industry?
If your answer is yes, then take a look at this role and if it suits you, we'd love to have an initial conversation with you.

What will we offer you?

Continuous training and personal guidance at your start
Digital way of working together
Group health insurance
Two-year framework of financial support for someone taking their first steps in the insurance industry

As an Insurance & Investment Services Consultant

You will communicate with clients to understand their insurance needs
You will propose insurance & investment solutions that meet their needs
 You will explore with your team new customers and local markets
You will create professional relationships of trust

It is important to have

Genuine interest in helping and providing solutions to your customers
Strong desire to become your own 'CEO'
Enthusiasm and belief in the value of Private Insurance
Very Good knowledge of PC and English language
Be open to personal guidance and like continuous education

If you want to take your next step as a Sales Consultant, ERGO in KOMOTINI is waiting for you, send us your application now!
 
The Insurance Services Consultant is an independent partner of ERGO's exclusive network and signs a partnership agreement. He is not considered an employee of the company. Financial benefits include commissions, bonuses and a financial support program. In order to sign the cooperation agreement, it is mandatory to obtain the professional certification of 'Insurance Agent' from TtE in advance. ERGO helps its prospective partners in obtaining this specific certification.
See more: https://www.ergohellas.gr/exclusive-insurance-partner
 
Personal data management policy: https://www.ergohellas.gr/personal-data-partner/",Entry / Junior,Full-time / Part-time,"Komotini, Greece",EL,,,,2024-09-06,kariera.gr,168351
,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1', 'http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/d397a883-8e97-4b7e-bfd2-d07fc0aa6d3d', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/isco/C4415']",504,Secretarial Support,"The company K.TZANOS A.E.V.E. with many years of experience and over 40 years of expertise, it is today an established commercial-wholesale company in the areas of water supply, heating, insulation, natural gas and green energy, maintaining long-term cooperation with certified, well-known, European and International Houses.
To support its needs, the Company wishes to staff the Customer Service Department:
Secretarial Support
 
Responsibilities

Management of phone calls and e-mail
Registration of orders and/or offers
Guest reception and service
Monitor and manage office supplies
Issue of documents
Organization and filing of documents and folders

 
Qualifications

Previous experience of at least 2 years in Secretarial Support or Customer Service
Excellent communication skills
Good knowledge of MS Office programs
Good knowledge of the English language (written and spoken)
Analytical way of thinking & rational approach, solving & dealing with problems
Consistency, reliability, responsibility
Ability to work under pressure & effective time management

 
The Company offers:

Feeding program
Private group insurance
Complete induction training and guidance
Possibility of development
Excellent working environment

 
Interested parties are requested to send a CV by selecting ""Apply now"" or to the email address hr@tzanos.gr with the subject TZCDA003 Secretarial Support.
Your application will be treated in strict confidence and confidentiality, in accordance with all applicable regulations regarding personal data.",Entry / Junior,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-06,kariera.gr,168345
,"['http://data.europa.eu/esco/skill/19a64e91-bfe3-4c48-9225-3bb1229b12f0', 'http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/8e105acc-e365-481b-bf6b-7e3f8ff19417', 'http://data.europa.eu/esco/skill/f79e4715-5776-485c-ab7d-631c9b8d70ad']","['http://data.europa.eu/esco/occupation/1801583e-34b3-4c89-97ac-db2a346b4a3e', 'http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689']",508,Front Office Agent - Nous,"Workathlon on behalf of Donkey Hotels and Resorts is hiring for enthusiastic Front Office Agents for the 5* luxury resort Nous Santorini. The position is seasonal.
 
Responsibilities:

Conduct check-ins and check-outs efficiently.
Collect passport data during check-in and guest registration.
Possess comprehensive knowledge of room types, rates, discounts, and rate policies.
Regularly review the arrival list to ensure proper room assignments based on booked categories and guest preferences.
Assist in daily operations to maintain quality standards and meet customer expectations.
Offer immediate assistance to guests as needed.
Aid in addressing complaints, resolving disputes, and reporting any issues to the manager.

Qualifications:

Prior experience in luxury hospitality settings, preferably in 4-star or 5-star establishments.
A degree in hospitality or a related field will be considered a plus.
Proficiency in English language .
Demonstrates a positive attitude.",Entry / Junior,Seasonal,"Thira, Greece",EL,,,,2024-09-06,kariera.gr,168341
,"['http://data.europa.eu/esco/skill/d3e9b00a-0891-4fa8-836d-8240ec3d2758', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73', 'http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce']",515,PHARMACIST,"PHARMACIST WANTED
 
Are you passionate about beauty, health and wellness? Hondos Center, your favorite cosmetics and beauty stores in Greece, are looking for a Pharmacist for their stores in Attica, Thessaloniki, Crete (Heraklion) and for their stores in Chalkida, Lamia, Trikala, Alexandroupolis, Serres, Xanthi, Veria, Santorini, Katerini, Komotini.
 
Required Qualifications 

Degree in Pharmacy or Medical School


Excellent knowledge of Greek in written and spoken language. Very good knowledge of the English language
Knowledge of MS Office and familiarity with information systems desirable

 
 
Desired Qualifications

Organizational and Communication Skills.

 
The company provides:

Excellent working environment
Continuous training & development opportunities
Competitive wages / full insurance

 
All applications are considered strictly confidential.
 
SEND RESUMES: hcgr@hondoscenter.com
CONTACT PHONE: 210-32.33.304
 
Important notice: Our company keeps your CVs in accordance with EU Regulation 2016/679 on the protection of natural persons, against the processing of personal data and the free circulation of such data (General Data Protection Regulation), for a period of two years from the moment of their receipt in case of possible future employment. After the 2-year period, your resumes are deleted and destroyed from our data archiving system.",Entry / Junior,Full-time,"Heraklion, Greece",EL,,,,2024-09-06,kariera.gr,168329
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8']","['http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39', 'http://data.europa.eu/esco/isco/C432']",543,Operation Clerk (International Transport Processing Department),"Responsibilities:

Organization and coordination of freight transport
Communication with internal and external partners
Data entry into a computerized ERP system
Issuance of necessary transport documents
Phone call management
Communication with partners

 
Necessary qualifications:

Good command of English
Knowledge of computer operation
Communicative character with team spirit
Methodology and ability to manage multiple tasks
Familiarity with ERP systems
Necessary experience in a similar position in an international transport company

 
Offered:

Competitive Salary Package
Development Prospects in a Pleasant and Dynamic Work Environment
Continuous education",Mid-level,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-06,kariera.gr,168294
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8', 'http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be', 'http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c', 'http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc', 'http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/b1ef509e-f191-405a-8419-51663b08922e', 'http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849', 'http://data.europa.eu/esco/skill/fd89f784-88dc-4d35-abd7-86aa073cab12']","['http://data.europa.eu/esco/occupation/4e82464b-e9d7-4d51-9116-294ab40c5169', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c', 'http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205']",597,Master Data Executive (Athens or Heraklion | Crete),"Cosmos Sport SA, member of JD Sports Fashion Plc, founded in September of 1982. First store opened in Heraklion-Crete and since then the network expanded 90 further physical stores in Greece & Cyprus, 6 retail brands (JD Sports, Cosmos Sport, Sneaker10, Sports Factory, Slamdunk, Rundome) 9 on-line shops and thousands of happy customers in Greece and Cyprus. Cosmos Sport is a constantly growing omnichannel company with a strong passion for sportswear, street style and limited items. Our team consists of 1500+ highly skilled, self-motivated young people, who love sports and have a passion for innovation! We are proud that Cosmossport.gr is now the No1 on-line store in the industry also selling abroad, having been awarded for 7 consecutive years as the best online sports shop in the country in e-volution Awards. We are excited being a preferred partner for global brands like Nike, Adidas, Reebok in the SEE.We are looking for a Master Data Executive who will be based either in Athens or Heraklion (Crete).Role Overview Maintain and optimize product data in system; Responsible for the creation, maintenance, transfer and reporting of correct and consistent data between platforms & management systems; Proactively monitor the product range reports, which includes identifying newly ranged product to be set up, changes in launch dates and special product launches; Assist in set up of the product master data with speed and accuracy to launch product on time. This involves the creation of filters, pricing, sizes and product tagging as per commercial needs; Enrich product tags, using data sources or thinking outside the box when product information does not exist; Work in an organized and structured manner that allows for the flexibility to manage product related adhoc tasks and requests; Manage system update all the product data for selected suppliers’ partner programs; Mapping the vendors’ data during order placing procedure to produce consolidated reports; Regular meetings and status updates to buying teams and maintain article creation tracking; Initiate and perform re-pricing based on commercial agreements to ensure appropriate valuation of inventory; Continuously offer ideas and solutions on how to improve daily processes, tasks and procedures for increased efficiency or better service for all related departments; Assist in systems or process initiatives relating to master data, flow of information, or various ad hoc analyses that arise; Requirements  Bachelor's      degree in Business Administration, Economics, Marketing, or Information      Technology will be considered as a plus  Up      to two (2) years of experience in relevant field or Retail experience within sporting goods      industry   Strong      interpersonal skills (e.g. communication, negotiation, relationship      management)  Ability      to effectively collaborate within a cross-functional team  Solution      oriented and open minded to new ways of working  Ability      to operate well in a fast-paced environment with high level of ambiguity.  Fluent      in English both written and orally is a must.   Strong Computer skills incl. Outlook, Word, Excel,      Powerpoint  Passion      for Sports & Fashion Benefits Competitive compensation package Health & Life Insurance Program Laptop Career development opportunities & education programs Up to 75% discount at the European University of Cyprus (face-to-face or online attendance) Health & wellness programs to keep you active One day off, part of our ""parents’ day off"" program Flexitime for working parents: Open Work from Home Anytime- Anywhere you need Generous employee discount in all our brands (Cosmos Sport, Sneaker10, Slamdunk, Sportsfactory, Rundome) Extras, discounts, and perks - Being a valued member of Cosmos Sport team mean a lot to us! We offer a variety of 100+ cool extras! At Cosmos Sport, we are committed to providing a great place to work for all of our people, without regard to race, religion, color, sex, national origin, age, sexual orientations, genders, or disability.",Entry / Junior,Full-time,"Rochester, Greece",EL,,,,2024-09-06,kariera.gr,168263
,"['http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5', 'http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b', 'http://data.europa.eu/esco/skill/5bac4bcc-1846-4688-ba02-ad2b51544282', 'http://data.europa.eu/esco/skill/65715f7a-c791-416b-b88a-2933a1c81647', 'http://data.europa.eu/esco/skill/8b8ed44b-5d29-4a42-a87f-a77739b5bfcd', 'http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d']","['http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815', 'http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1', 'http://data.europa.eu/esco/occupation/a6e8a6bf-9209-4d19-a131-a8b6431e0f75', 'http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77', 'http://data.europa.eu/esco/isco/C2424']",599,Associate Talent Acquisition Specialist,"As an Associate Talent Acquisition Specialist, you will play a critical role in helping us attract and hire top talent to drive our growth and success. You will collaborate closely with the HR team and hiring managers to understand recruitment needs, source candidates, and support the hiring process from start to finish. This role is perfect for someone who is eager to grow their career in talent acquisition, enjoys a fast-paced environment, and is excited about the tech industry.
 
Key Responsibilities:

Assist in the end-to-end recruitment process, including job posting, candidate screening, interview scheduling, and offer management.
Collaborate with hiring managers to understand job requirements and ideal candidate profiles.
Source candidates through various channels, including job boards, and social media.
Conduct initial phone screenings and assess candidate qualifications and fit.
Build and maintain a pipeline of potential candidates for future roles.
Manage candidate databases and maintain accurate and up-to-date records.
Support employer branding initiatives to attract top talent.
Ensure a positive candidate experience throughout the recruitment process.

 
Qualifications:

Bachelor’s degree in Human Resources, Business, or a related field.
Strong communication and interpersonal skills.
Ability to work independently and in a team environment.
Eagerness to learn and develop in the field of talent acquisition.
Familiarity with applicant tracking systems (ATS) and recruitment tools is a plus.
Passion for the tech industry and enthusiasm for connecting great talent with great opportunities.

 
Why Join Us?
At Relational Financial Solutions, we value our employees and strive to create an inclusive and rewarding environment. Here’s what you can expect:

Competitive Salary: We offer an attractive salary package to compensate you for your skills and contributions.
Health Benefits: Your health matters to us. All colleagues receive private health insurance from day one.
Exciting Projects: We thrive on challenges and invite you to take part in exciting projects.
Continuous Learning: We never stop learning and evolving! You will have your own mentor and training program, along with access to our training sessions and online courses.
Team Spirit: We love the relational vibes and regularly gather for smaller and bigger occasions to celebrate good times together!

 
Ready to Apply?
Join us in shaping the future of tech talent at Relational Financial Solutions. Apply now to be a part of a team where your skills and passion for recruitment will thrive.
 
By submitting an application to this position and sharing your personal data with Relational Financial Solutions, you acknowledge and accept our Privacy Policy and authorize us to process your personal data for recruitment purposes in line with this policy.",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-06,kariera.gr,168257
