organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/094e594d-83cc-4480-bad8-fae0ec2ed8ab', 'http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2', 'http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b', 'http://data.europa.eu/esco/skill/80274731-15ce-490a-8d5b-f55a36b976b0', 'http://data.europa.eu/esco/skill/85ac537a-9233-42cc-a6e8-73851e77d214', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']","['http://data.europa.eu/esco/occupation/1b38a27d-ef98-4d9f-b1b2-8c109bf47e79', 'http://data.europa.eu/esco/isco/C2', 'http://data.europa.eu/esco/isco/C242']",148,Administration and Front Office Assistant,"ICAP Recruitment Solutions is one of the premium consultancies and part of ICAP People & Employment Solutions, the largest HR Services Provider in Greece and Cyprus. With more than 50 years of experience, we specialize in assessing and recruiting graduates to mid-level level professionals for both local and multinational companies across all sectors.ICAP Recruitment Solutions, on behalf of its client, a pioneer in providing comprehensive solutions and continuous technical support to healthcare professionals and patients, is seeking candidates for the following position.
Administration and Front Office Assistant (Ref. 5680/AFOA/RS/GR)
The role is responsible for being the first point of contact for clients and visitors while playing a crucial role in ensuring the smooth operation of the office and maintaining a warm and welcoming atmosphere.Key Responsibilities:

Greet and assist visitors and clients in a friendly and professional manner.
Answer and direct incoming phone calls, taking messages when needed.
Manage daily office operations, including mail handling, filing and ordering office supplies.
Provide administrative support to various departments, including data entry, scheduling meetings and preparing documents.
Assist in organizing company events, meetings, and other activities.
Maintain a clean and organized front office area.
Support the management team with additional tasks as required.

Qualifications:

Prior experience in an administrative or front office role is a must.
Fluency in English, both written and spoken.
Proficiency in Microsoft Office Suite.
Excellent communication and interpersonal skills.
Strong organizational skills with the ability to multitask effectively.
Attention to detail and a proactive approach to problem-solving.
Ability to work independently as well as part of a team.

The Company Offers:

Attractive Salary.
Dynamic, professional, and pleasant work environment
Excellent opportunity for personal and professional development.

All information received will be treated with strict confidentiality.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168728
,"['http://data.europa.eu/esco/skill/99b163e8-7815-43e2-83f3-a47f3076354c', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2']","['http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6', 'http://data.europa.eu/esco/isco/C221', 'http://data.europa.eu/esco/isco/C3313']",150,Accounting & Admin Assistant,"In the team kariera.gr | Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in mass recruitment services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The Kariera.gr Mass Recruitment team is looking for an Accounting & Admin Assistant on behalf of Combatt, a non-profit company specializing in the alternative management of waste accumulators (batteries) from vehicles and industries, in the Athens area.
Key Responsibilities: 

Accounting entries
Reporting
Monitoring key financial indicators
Administrative support

Required Qualifications: 

Degree in Economics / Administration
Previous experience in a similar role is desirable
Knowledge of English (level B2+)
Excellent knowledge of PC and office applications

The company offers: 

Competitive remuneration package
Bonus scheme
Medical care

#hiringsolutionsisrecruiting",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168730
,"['http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/65715f7a-c791-416b-b88a-2933a1c81647']","['http://data.europa.eu/esco/occupation/55d60ead-0343-4008-b9e4-fb4b5a179c83', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/isco/C1212', 'http://data.europa.eu/esco/isco/C142', 'http://data.europa.eu/esco/isco/C421']",153,HR ASSISTANT,"The Constantinos Business Group, which operates in the Real Estate and retail trade sectors, requests
HR ASSISTANT for the management of ERGANI
Duties:

Collection of supporting documents for staff recruitment/departure and submission of forms.
Monitoring and submitting monthly staff work schedules/submitting schedule changes during the month.
Monitoring and submission of personnel changes to P/S ERGANI.
Digital card tracking and data submission to P/S ERGANI.
Submission of applications to SEPENET (for approval to work on Sunday, notifications for the digital card, etc.).
Monitoring employment contracts and submitting forms.
Monitor staff leave and submit E11.
Compilation of license book.
Submission of annual staff tables.
Monitoring and updating the physical file of all the above forms.

Additional duties:

Compilation of employment certificates for staff (Banks, kindergartens, schools, public services).
Posting advertisements for finding personnel, receiving and forwarding resumes (not screening).

The right candidate must have:

Previous experience from 3 to 5 years in a personnel department and especially with previous experience in submitting forms to P/S ERGANI.
AEI/TEI degree.
Experience in labor issues.
Good knowledge of MS Office, especially Excel and Word.
Ability to complete tasks within defined timelines.
Excellent knowledge of English.
Knowledge of Epsilon Net's Pylon program and ESS application will be considered additional qualifications.

Offered:

Competitive remuneration package
Private insurance
Continuous education
Development prospects

 
Send resumes of candidates who meet the criteria with code HR ASSISTANT to e-mail hr@talima.gr",Mid-level,Full-time,"Agios Dimitrios, Greece",EL,,,,2024-09-09,kariera.gr,168725
,"['http://data.europa.eu/esco/skill/207f87c4-ac68-4987-990c-636ca19c2626', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/55d60ead-0343-4008-b9e4-fb4b5a179c83', 'http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0', 'http://data.europa.eu/esco/isco/C142', 'http://data.europa.eu/esco/isco/C421', 'http://data.europa.eu/esco/isco/C4313']",155,PAYROLL ASSISTANT,"The Constantinos Business Group, which operates in the Real Estate and retail trade sectors, requests
PAYROLL ASSISTANT   
Duties:

Management and processing of labor and insurance matters and electronic submission of forms.
Collection of payroll documents and payroll calculation.
Issuing and keeping records (accounting articles, payroll statements, A.P.D., F.M.Y.).
Monitoring and submission of LAEK forms.
Monitoring and submission of monthly and annual permits.
Issue of monthly financial reports.
Monitoring and updating the physical file of all the above forms.
Compilation of employment certificates for staff (Banks, kindergartens, schools, public services).

The right candidate must have:

Experience of at least 5 years in a personnel department with experience in issuing payroll.
Degree of AEI/TEI School of Economics.
Experience in labor matters/SEPE/IKA.
Good knowledge of MS Office, especially Excel and Word.
Ability to complete tasks within defined timelines.
Excellent knowledge of English.
Knowledge of Epsilon Net's Pylon program, ESS application and experience in timekeeping will be considered additional qualifications.

 
Offered:

Competitive remuneration package
Private insurance
Development prospects

 
Send resumes of candidates who meet the criteria with code PAYROLL to e-mail hr@talima.gr",Senior,Full-time,"Ilioupoli, Greece",EL,,,,2024-09-09,kariera.gr,168672
,[],"['http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e', 'http://data.europa.eu/esco/occupation/1a8bda86-307e-4cc0-a945-ceb678ff1471']",176,Assistant Driver,"Toi Toi Hellas SA, based in Acharnes, which operates nationwide in the field of hygiene services and especially in the rental of various types of portable toilets and corresponding trailer units, is looking for an Assistant Driver for evening work.
The suitable candidate should, after training, operate the pump and pressure assembly carried by the vehicle, in order to clean chemical toilets of the company's customers.
The company offers a permanent job with an open-ended contract and satisfactory wages.
Interested parties are requested to send a short CV, preferably with a photo, to the following address: hr@toitoihellas.com",No experience / No degree,Full-time,"Acharnes, Greece",EL,,,,2024-09-09,kariera.gr,168638
,[],['http://data.europa.eu/esco/occupation/c0c1364d-f784-4e76-8d3f-1e998dc6545d'],190,INSTALLER-TECHNICIAN OF SECURITY SYSTEMS,A technical company active in the field of security system installations is seeking a full-time technician and installer assistant.-Driver's license required.-Previous experience and security system installer license will be considered.-Salary commensurate with qualifications.,Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168675
,"['http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1', 'http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf', 'http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b']","['http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b', 'http://data.europa.eu/esco/isco/C3313']",191,ASSISTANT ACCOUNTANT,"Registration of invoices and documents
Customer/Supplier Agreements
Bank update
Closing the cash register


Accounting knowledge and knowledge of accounting programs
Excellent PC usage
Relevant experience with the subject at least 2 years
Ability to work in a demanding environment
Excellent communication skills
Competitive salary package depending on qualifications

EMPLOYEES ARE TRANSFERRED FROM AND TO THE SUBURBS OF MAGOULAS TO THE COMPANY'S OFFICES",Mid-level,Full-time,"Mandra, Greece",EL,,,,2024-09-09,kariera.gr,168683
,"['http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c', 'http://data.europa.eu/esco/skill/85e77619-6723-48cd-9654-2bcbe71054f9', 'http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/99b163e8-7815-43e2-83f3-a47f3076354c']","['http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b', 'http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6', 'http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42']",192,ASSISTANT ACCOUNTANT,"Responsibilities:

Entry of accounting entries Purchases Expenses, payments.
Registration of Documents for Receiving Services from the EU and third countries.
Registration of Intra-Community Acquisitions and Imports of Third Countries.
Registration of Bank transactions (receipts Payments).
Residual Bank Agreement.
Agreement of remaining Suppliers.
Support daily accounting operations.

Necessary Qualifications

University or TEI Degree in Economics
Experience 4 to 6 years
Excellent knowledge of chart of accounts, KFAS
Familiarity with the management of financial application software ERP systems
Excellent computer skills, MS Office applications
Good command of English",Mid-level,Full-time,"Piraeus, Greece",EL,,,,2024-09-09,kariera.gr,168679
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be', 'http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1', 'http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652', 'http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2', 'http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b']",237,Administrative Assistant,"Responsibilities:

Manage and coordinate administrative functions for the executive team.
Schedule meetings, handle correspondence, and manage communication on behalf of management.
Maintain and organize office records, documents, and reports.
Coordinate travel arrangements and accommodations for executives.
Assist in preparing presentations, reports, and other materials as needed.
Handle inquiries and interact professionally with clients, partners, and stakeholders.

Requirements:

Proven experience as an Administrative Secretary or similar role.
Proficiency in office software and strong computer skills.
Exceptional organizational and multitasking abilities.
Excellent verbal and written communication skills in English.
Ability to prioritize tasks and work efficiently in a fast-paced environment.
Discretion and confidentiality in handling sensitive information.

 
If you are a proactive individual with strong administrative skills and the ability to thrive in a collaborative environment, we encourage you to apply.
 
Join us and be part of a dynamic team dedicated to excellence.",Mid-level,Full-time,"Piraeus, Greece",EL,,,,2024-09-09,kariera.gr,168623
,[],"['http://data.europa.eu/esco/occupation/e1cf6897-158d-4b48-a39e-2a3a8cac216c', 'http://data.europa.eu/esco/isco/C941']",254,COOK - ASSISTANT COOK,COOK & ASSISTANT COOK (2 jobs) wanted by a well-known restaurant in the northern suburbs to create menus and prepare themed dishes for adults and children. Permanent work in a pleasant and creative environment.,Mid-level,Full-time / Part-time,"Vrilissia, Greece",EL,,,,2024-09-09,kariera.gr,168613
,['http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c'],['http://data.europa.eu/esco/occupation/d5db9d5c-2ebf-4a54-a79a-1b7e7ff70471'],278,Assistant Waiter for Domes Zeen Chania.,"The Domes Resorts hotel group, one of the fastest growing hotel groups in the Mediterranean, is hiring Waiters B for the new 5* hotel Domes Zeen Chania, a Luxury Collection Resort in Chania, Crete for the 2024 season. A very good knowledge of English and optionally a second foreign language is necessary. Previous experience in à la carte restaurants or in 5* luxury hotel restaurants is desirable. Excellent knowledge of service techniques. Courtesy, pleasant and friendly personality. Spirit of teamwork and cooperation. service and customer satisfaction BenefitsIn the context of the above position, our company offers: Prospects and opportunities for professional development Excellent working environment Food, accommodation for non-residents in the area Salary package commensurate with qualifications Domes Resorts is an equal opportunity employer, all applications will be treated in strict confidentiality. Only suitable candidates will be contacted.",Entry / Junior,Full-time / Part-time,"Chania, Greece",EL,,,,2024-09-08,kariera.gr,168590
,"['http://data.europa.eu/esco/skill/03500955-88a6-4c3d-a8c0-7594409dcff0', 'http://data.europa.eu/esco/skill/15725b82-9608-4579-abdf-adf91982dad9', 'http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9', 'http://data.europa.eu/esco/skill/3938da70-dd7a-4092-b039-10c2218867fd', 'http://data.europa.eu/esco/skill/394028bf-8dd1-4910-ad46-bc9e8e6e5b6d', 'http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5', 'http://data.europa.eu/esco/skill/59a317ae-8b75-4ee3-9942-cceb10b39d4a', 'http://data.europa.eu/esco/skill/6a66039e-0580-473b-a605-eedfdab85a2d', 'http://data.europa.eu/esco/skill/707ff33d-d130-4e61-8a2a-6e8b023be9fc', 'http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326', 'http://data.europa.eu/esco/skill/7dcb927b-9a77-4e93-b33c-d6ea28a45fde', 'http://data.europa.eu/esco/skill/7f7756fc-d89d-41d5-93ef-85991603f4ad', 'http://data.europa.eu/esco/skill/a13c386f-9953-46be-aa5a-cfcf7cd4574d', 'http://data.europa.eu/esco/skill/a9dc9e40-14a6-4899-93ec-29d5c79c2ebd', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/ca49f512-4434-49c1-8f49-9a078b60d2fe', 'http://data.europa.eu/esco/skill/e15b02ed-0264-4d44-9fa3-e29d6b52414a', 'http://data.europa.eu/esco/skill/e4a32aa6-6042-4073-b46b-38362522198b']","['http://data.europa.eu/esco/occupation/1cd93859-d796-4559-90c4-4b4597cd6e54', 'http://data.europa.eu/esco/occupation/64e909ad-1bd0-493c-a8dc-1afbed0c9c2f', 'http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58', 'http://data.europa.eu/esco/occupation/853698f5-0f1e-42ae-9301-e5411a26dae2', 'http://data.europa.eu/esco/occupation/88721b6c-d2ce-41c6-8878-73c0d3aacf39', 'http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a', 'http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab', 'http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0', 'http://data.europa.eu/esco/occupation/b560456a-bc4d-41a9-94c8-bf8636147246', 'http://data.europa.eu/esco/occupation/d4ccb6d4-ea97-47e5-a319-b72cffbf0631', 'http://data.europa.eu/esco/occupation/f83f19ca-b816-484a-b8be-92b7785121ea', 'http://data.europa.eu/esco/isco/C3253']",280,Βοηθός-Τεχνικός Αντιμετώπισης Έκτακτης Ανάγκης,"Hellas Gold Single Member S.A. is a gold, silver, lead and zinc mining company headquartered in Athens, Greece. Since 2004, Hellas Gold operates the Kassandra Mines at N.E. Chalkidiki, under the strictest EU safety and environmental standards and regulations. The Kassandra Mines consist of the operating mine at Olympias the state-of-the-art Kokkinolakkas Tailings Managements Facility and the Skouries project. Evolving a mining history of 25 centuries, Hellas Gold invests in the development of sustainable mining in the region, contributing to the local economic growth and prosperity with investments of more than $1 billion, the employment of 1,600 people, the active support to the local suppliers, and important investments to local community initiatives and projects. Since 2012, Hellas Gold operates as a subsidiary of the Canadian-based Eldorado Gold Corporation, which has over 25 years of experience in exploration, construction and operation of mines around the world. We live our values in pursuit of our purpose: to find a better way to do things. We aim to break new ground in all that we do. We do this by creating a positive impact today, and for future generations, through our commitment to operating safely, sustainably, and profitably. The company offers the opportunity to those who wish to express interest in the position of “Emergency Response Assistant”, for its premises in Olympias/Stratoni/Skouries. The position will be reported to the Emergency Preparedness & Response Supervisor of the Kassandra Health & Safety department. Responsibilities: Respond to emergencies (fires, explosions, collapses, spills) and implement safety protocols. Provide first aid and coordinate with medical services for advanced care. Identify and assess hazards in the mine environment - take proactive measures to minimize risks. Maintain communication with supervisors and team members during emergencies. Ensure emergency response mobile & fixed equipment is maintained, ready and regularly inspected. Participate in training drills and guide Mine Rescue Members on safety practices. Keep accurate records of incidents, prepare reports and support post-incident analysis. Lead the Mine Rescue team during operations, fostering a culture of safety and teamwork. Provide regular updates to supervisors on response activities and resource needs. Train employees on the use of Refuge Chambers and Self-Escape units. Manage procurement and ensure operational readiness of Mine Rescue Stations and equipment. Collaborate with safety engineers and participate in health and safety meetings as needed. Undertaking tasks assigned by the supervisor related to the role's functions. Train Emergency Response, Mine Rescue Teams and Fire Safety Teams.  Requirements: 1-3 years of experience in emergency response within the mining sector.  Strong knowledge of safety, emergency response principles, and procedures. Proficiency in operating emergency equipment. Medical first aid certification (Basic and Advanced) and trauma life support. Experience in risk management. Excellent oral and written communication skills in Greek and English. Proven ability to lead teams, solve problems, and work under pressure. Valid driver's license (categories B) and relevant educational qualifications.  Our company offers a competitive remuneration package that includes an attractive combination of basic salary and benefits, as well as opportunities for development in a challenging work environment. Inclusion and Diversity Hellas Gold is an equal opportunities employer. We are committed to promoting an inclusive and diverse workplace where we value and respect every colleague for who they are and provide equality of opportunity so that everyone can fulfill their potential. If you are looking for a global and dynamic environment, please send us your CV in English.",Mid-level,Full-time,"Stageira-Akanthos, Greece",EL,,,,2024-09-08,kariera.gr,168588
,[],[],281,Baker - baker's assistant wanted,"Stable work environment, with all legal wages and insurance. Stable production and potential developments. Work from Monday to Friday, hours 06:00 - 14:00.",Mid-level,Full-time,"Kropia, Greece",EL,,,,2024-09-08,kariera.gr,168587
,"['http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7', 'http://data.europa.eu/esco/skill/de2f0ce8-f8d6-48c5-a213-4d065251cecf', 'http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939']","['http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6', 'http://data.europa.eu/esco/occupation/e246eca2-2cec-45b4-ae76-aa1f37d07bc5']",293,RESERVATION ASSISTANT,"The Private Best Travel Company based in Glyfada and working in the transportation of persons, is looking for an employee for the reservation department with full time, necessary experience in the tourism industry, excellent knowledge of English and computers.
Necessary qualifications:

Management of reservations, email, telephone communication
Excellent knowledge of English and PC.
Excellent oral and written communication skills
Ability to work effectively as a team member
Connection with the sales and reservations department
Liaison with the accounting department

 
Amenities:

Competitive wages
12 months of employment
Excellent working environment",Mid-level,Full-time,"Glyfada, Greece",EL,,,,2024-09-08,kariera.gr,168576
