organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554']","['http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00']",40,Sales Consultant at a GERMANOS franchise store - Thessaloniki,"Are you interested in joining a dynamic team and working to provide a high level of customer service and promote technology products/services?
 
Do you have the following qualifications?

Good knowledge of PC and MS Office
Good command of the English language
Developed communication skills
Customer service orientation
Focus on achieving results based on goals
Team spirit
Ability to take initiative and solve problems
Completed military service (male applicants)
Possibility to work based on working days and hours in commercial stores
You are a high school graduate

 
Desired qualifications:
Knowledge of technology and telecommunications products
At least 1 year of experience in a similar position
Post-secondary or higher education degree
 
We offer: 

Bonus based on achievement of goals
Discount programs for telecommunications products 
Modern and pleasant working environment
Continuous training in sales and new technologies
Development prospects 

 
Start your career in the ""heart of technology""!",Mid-level,Full-time,"Thessaloniki, Greece",EL,,,,2024-09-09,kariera.gr,168862
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/eade4171-3d57-4fb2-9518-44d5a1da4ff5']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/isco/C334']",42,Salesmen / Saleswomen,"Drele.com, one of the largest e-shops in the sale of mobile-tablets, is looking for full-time candidates for customer service. The position concerns an open-ended contract.
Position Responsibilities:

Customer service via phone, email and in-store
Entering telephone orders - informing customers

What we're looking for: 

Excellent communication skills & verbal fluency.
Customer-centric concept
Courtesy - Consistency - Organization - Team spirit of cooperation
Multitasking skills
Good computer knowledge
Good command of English
Be informed about the latest developments in technology products

The following will be counted positively: 

Previous experience in a similar position

The company offers excellent working conditions, continuous training, a meritorious environment and the possibility of development.",Entry / Junior,Full-time,"Glyfada, Greece",EL,,,,2024-09-09,kariera.gr,168867
,"['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2', 'http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940', 'http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/de7b8c6c-9ed4-4776-924c-4265dd1d9cde', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868']","['http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c', 'http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8', 'http://data.europa.eu/esco/isco/C2424', 'http://data.europa.eu/esco/isco/C522']",43,Junior Field Sales Representative,"Mellon Technologies, the parent company of Mellon Group of Companies, was founded in 1994 in Athens. Our offering consists of specialized technology solutions, contact centre and business process outsourcing services.
Mellon Technologies is seeking motivated and energetic Junior Field Sales Representatives to join our team.The primary responsibility of this role is to visit door-to-door retail merchants to promote payment acceptance solutions and services related to EFTPOS (Electronic Funds Transfer at Point Of Sale). This is an exciting opportunity to join a dynamic team and grow with a leading company in the financial services industry.
Key Responsibilities:

Conduct door-to-door sales visits to retail merchants within assigned territories
Promote and sell EFTPOS solutions to potential customers
Demonstrate product features and benefits to prospective clients
Build and maintain strong relationships with retail merchants
Achieve sales targets and KPIs set by the management
Provide excellent customer service and support to clients
Collect and report market feedback and sales data to the management team
Attend training sessions and sales meetings as required

Requirements:

High school diploma or equivalent; a bachelor’s degree in business, marketing, or a related field is a plus
Previous experience in sales, especially field sales or door-to-door sales, is preferred
Excellent communication and interpersonal skills
Strong negotiation and persuasion abilities
Self-motivated with a results-driven approach
Ability to work independently and as part of a team
Valid driver’s license

Benefits:

Competitive salary and commission structure
Multicultural and excellent working environment
Opportunities for career advancement",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168866
,['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265'],"['http://data.europa.eu/esco/occupation/56fa783a-cca4-42ef-8862-1fb6e43f215c', 'http://data.europa.eu/esco/isco/C522']",58,HUMAN RESOURCES WANTED,"The company is looking for staff in the sales and external operations department
Candidate Profile: 

Positive personality 
Ambition 
Customer-centric concept
Willingness to achieve goals 
Driving license required 
Prior service is optional 

 We provide: 

Fixed pay 
Dynamic extra bonus program 
Continuous training for better results 
Perspective of development in responsible positions",No experience / No degree,Full-time,"Galatsi, Greece",EL,,,,2024-09-09,kariera.gr,168844
,"['http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a', 'http://data.europa.eu/esco/skill/2fbf0966-18bc-429c-8b0d-e7ab86d5788b', 'http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333', 'http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2', 'http://data.europa.eu/esco/skill/44a117a9-4443-43a4-b037-23c716af671e', 'http://data.europa.eu/esco/skill/541cdc23-1eec-4520-81fc-3392eaf538ed', 'http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6', 'http://data.europa.eu/esco/skill/68defa68-cb54-4d99-89ac-af6bfd71946b', 'http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a']","['http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2', 'http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc', 'http://data.europa.eu/esco/isco/C214', 'http://data.europa.eu/esco/isco/C3355']",66,Payments Risk Operations Specialist,"Etraveli Group is the globally leading company for tech solutions and fulfillment capabilities for online sales of flights. We are here to solve complexity, by connecting millions of flights and travelers across the globe, from search and selection to trip and beyond. We hold consumer online travel agency brands like Mytrip, GoToGate & Flight Network and serve Booking.com with flights. Etraveli Group has also established strategic partnerships with companies like Skyscanner, Google Flights, TUI, etc. Every day we strive to make the world smaller for our customers and bigger for our people. Our diverse team of more than 2400 passionate professionals is what makes us the industry’s tech wonder and the best in the world at what we do. Our major offices are in Sweden (HQ), Canada, Greece, India, Poland with the Athens office being one of the largest, hosting around 580 employees working from the center of Athens for the rest of the world. Join us and start as Payments Risk Operations Specialist in the Risk Management team!Position SummaryIf you are captivated by mind games, you possess strong investigation skills and can see patterns behind numbers and scattered pieces of information, it’s highly likely that Payments Risk Operations Specialist would be your dream job!As a Payments Risk Operations Specialist your main responsibility will be to protect Etraveli Group from financial losses due to fraudulent activities while maintaining sales and customer experience in top performance. Besides screening high risk transactions, this role should also propose innovative improvements in existing processes. The ideal candidate must have excellent investigation, problem solving and decision making skills and is expected to be up-to-date with the latest online fraud trends as well as with potential fraud screening tools.Responsibilities Screen potentially high-risk transactions accurately and in a timely manner utilizing a wide range of fraud prevention systems, tools and reports. Identify fraud patterns or abnormalities and take appropriate actions to prevent similar activities and mitigate potential future fraud. Thoroughly process and analyze fraud alerts received from external sources. Ensure transaction authenticity by contacting customers via phone and/or email. Propose innovative improvements to our existing processes, aiming to further enhance our fraud prevention and detection strategies Deliver dynamic tasks & provide support for a wide range of business analyses. Stay up to date with the latest online fraud trends, practices, and tools through continuous learning & research. Be a problem-solver. Requirements Bachelor’s degree and/or studies preferably in Science, Technology, Engineering, Mathematics. Excellent command of the English language. Advanced experience with MS office (especially Excel) Data driven approach along with strong critical, analytical and investigation skills. Ability to act proactively, take initiatives and demonstrate a can-do attitude focusing on producing high quality results within a fast-paced environment. Team player with strong interpersonal and communication skills including the ability to effectively interact with clients.  Work independently, meet tight deadlines while navigating multiple systems and processes Discretion in dealing with confidential information. High level of responsibility & integrity combined with eagerness to work in a multicultural, international environment subject to continuous changes. Previous work experience as a Fraud Analyst will be considered a plus  Availability to work on shifts around the clock (24/7) – 8-hour shifts, 5 days per week including weekends and bank holidays.  BenefitsWe are looking for people who would make the world smaller for travelers but want a bigger world of opportunities for themselves. With us you can enjoy: #LI-Hybrid working environment - having the opportunity to work both remotely and at the office enabling you flexibility! Health Benefits - Through partners we offer a private health insurance plan. We also offer the possibility to use 2 extra medical leave days in case of need. Monthly ticket restaurant card - to spend in one of the thousands affiliated restaurants, cafes, stores or supermarkets across Greece. Office in the City – We sit on bright, large floors (over 4000㎡!) in central Athens. Just a short walk from the Ambelokipi Metro station. Growth – We believe in personal development and continuous education, thus we offer the opportunity of role-related training on tools and best practices. We also like to schedule company/department/team activities and events outside the office space! We have a relaxed & fun work environment where you can enjoy free breakfast coffee/tea, playing ping pong or video games.  At Etraveli Group we value diversity; we pride ourselves on being a company represented by people of all different backgrounds. During hiring, we are committed to ensure equality and promote diversity in the workplace at every selection stage. As such, we provide the same opportunities for all candidates regardless of race, religion or belief, gender, nationality, ethnicity, sexual orientation, age, marital status, disability, or any other characteristic protected under any anti-discrimination law or regulation.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168843
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/8a753714-9a19-4418-9b37-77e79d72c705', 'http://data.europa.eu/esco/skill/95760903-58e9-4194-842a-a24e0af43074', 'http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282', 'http://data.europa.eu/esco/skill/c68e4cc4-b842-4660-a84c-48f11c70f657', 'http://data.europa.eu/esco/skill/d56a2182-14e0-4319-ab2f-0133aa67672b']","['http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5', 'http://data.europa.eu/esco/occupation/12ff7f9c-c5b5-4d4a-b585-c350dd1400eb', 'http://data.europa.eu/esco/occupation/2d32bea0-dccd-4dc5-9ea9-c51c653a46ef', 'http://data.europa.eu/esco/occupation/3b129d8d-268e-465a-b0c5-bf32cae59a41', 'http://data.europa.eu/esco/occupation/929ef41d-afd0-4d5a-b85b-69eab68fa368', 'http://data.europa.eu/esco/occupation/942211c1-b534-4a14-ae85-38ea44c2d14b']",69,Claims Executive,"Join Avis: Where Your Career Finds Purpose and We Redefine Mobility At Avis, we're transforming the way people move and leading the change in the global mobility industry. We're on a mission to innovate and create integrated products and services that open up entirely new travel opportunities with unprecedented convenience and flexibility.Why Avis is the Place to Be:🤝 A Great Place to Work: Avis is more than a company; it's a community that values its people. We take immense pride in providing a collaborative working environment, committed to nurturing innovation, and placing the customer at the core of everything we do.🚀 Your Career, Your Purpose: Join us, and you'll discover that Avis is where your career truly finds its purpose. We're not just offering jobs; we're inviting the best talent to become part of our vision for a better, more connected world.🗝️ Unlock Your Potential with Avis Greece – Claims Executive🗝️Avis Greece is on the hunt for an exceptional Claims Executive who will act as a member of Claims & Insurance Department. A Claims Executive has a multilevel role which includes settling claims using best practices, communicating with clients involved in car accidents but also with third parties, insurance companies regarding claims collection etc. Are you an expert in claims management and client communication? If so, this could be the ideal role for you.🎯 Your Mission:Handle end to end communication and claims settling with customers, third parties, Insurance Companies Maintain an efficient filing system for company’s accidents and claims Reporting and data entry of accidents reports and claims Interact with internal groups such as LTR, RAC and Legal DepartmentAssignment to law firms and follow-up of litigated claims Manage total loss and stolen vehicles processes Requirements🌟 What Spells Success: Your Qualifications  Educational Background: University degree in Insurance, Economics/Business Administration or relevant field  Experience: 2-3 years of working experience in motor claims handling   Analytical Skills: Excel in using MS-Office applications  Team Player: Exhibit a strong team spirit, ethical conduct, and reliability while also being capable of working independently  Effective Multi-Tasking: Manage multiple ongoing tasks with shifting priorities while maintaining attention to detail  Analytical Thinking: Showcase advanced analytical thinking and problem-solving skills  Initiative: Be proactive in suggesting improvements and taking the initiative  Communication: Possess excellent written and verbal communication skills in Greek and English  Customer-centric perception: Focus on excellent customer service Benefits   💼 Explore the Avis PerksCompetitive salary package and bonus schemeHybrid work model Health and life insurance  Pension Plan program  A buddy will support you with your onboarding Monthly Miles for coffee and snacks Opportunity to work in a fast-growing industry with talented people Training opportunities and a continuous feedback performance management system   Unlock your full potential! Apply now to join Avis Greece as our Claims Executive. #AvisGreece #UnlockYourPotential #Operations",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168842
,"['http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8', 'http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2', 'http://data.europa.eu/esco/skill/198f62a5-dadb-4653-80fe-0108e8af7cd3', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d', 'http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16', 'http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b', 'http://data.europa.eu/esco/skill/b8ac179c-4a29-4467-9177-031daf1321d6']","['http://data.europa.eu/esco/occupation/586fe133-1987-41f4-b89a-f39d4bc58e1e', 'http://data.europa.eu/esco/occupation/79082f76-4b11-4594-8437-2db567331f41', 'http://data.europa.eu/esco/occupation/8de99659-5b10-4825-ac67-0c50189bcc3c', 'http://data.europa.eu/esco/occupation/bea705fe-06ac-4147-b8e0-6e8ac1208d8f', 'http://data.europa.eu/esco/occupation/bf367464-950a-416c-98b1-52b9d571550e', 'http://data.europa.eu/esco/isco/C9334']",70,SEPHORA: E-Store Warehouse Clerk,"SEPHORA GREECE
""E-Store Warehouse Clerk""
Sephora Greece belongs to the LVMH Moët Hennessy Louis Vuitton Group, the world leader in the category of luxury goods. Sephora is a ""beauty"" destination because of its unparalleled product variety, exceptional customer service from skilled and experienced staff, interactive experience and innovation.
SEPHORA Greece is interested in immediately hiring SEASONAL new colleagues for the period October 2024 - January 2025, so as to strengthen the E-Store team.
These people will report to the Head of E-Store & Warehouse.
The recruitment will concern Full-time employees - FULL EMPLOYMENT.
Place of Work: VRILISSIA
Basic responsibilities are: arranging items on the shelves, collecting, & packing customer orders.
Job Description:

Receiving, sorting and packaging of products
Arranging items from receipts or returns to shelves
Transport of the collected products to the inspection and shipment preparation area
Receipt of warehouse stock products and packaging materials (picking, unloading, marking, storage)
Ensuring cleanliness and safety of the workplace as well as optimal use of storage space for packaging materials
Cleanliness of storage areas and removal of waste outside the warehouse.

Other Skills:

Ability to work under pressure
Spirit of cooperation
Willingness to learn
Consistency & Accuracy

Technical knowledge

Good knowledge of English (important for product descriptions collected)
Previous experience in E-Store/ E-Shop will be considered an advantage
Getting familiar with using a PC",Entry / Junior,Full-time,"Vrilissia, Greece",EL,,,,2024-09-09,kariera.gr,168838
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2cae39d6-78c2-4ce3-bee8-628504371463', 'http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca']",['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7'],73,SELLER/TREE-CASHIER (PIGEON),"Job Description: 

Providing a high level of customer service
Arranging products and participating in maintaining an organized store
Fund
Receipts of goods 

Required Qualifications: 

Previous experience in retail sales
Previous experience in children's clothing will be an added advantage
Ease of communication and customer service
Kindness and willingness 
Organization and consistency
Ability to work flexible hours depending on the needs of the store

The company offers: 

Excellent working conditions in a constantly developing environment
Competitive remuneration scheme depending on qualifications 
Productivity bonus based on target achievement
Continuous training and development opportunities 
Staff discount on ORCHESTRA products",Mid-level,Part-time,"Peristeri, Greece",EL,,,,2024-09-09,kariera.gr,168832
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/13d96098-2ff0-46b8-b326-b7c0e18cc1f1', 'http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/60c544c9-0815-479c-bcec-93c7891815ea', 'http://data.europa.eu/esco/skill/b811231c-9398-4996-bd14-48b15a3caaeb']","['http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b', 'http://data.europa.eu/esco/occupation/754c349d-67d5-48e5-81c1-e84d2fab59d0', 'http://data.europa.eu/esco/isco/C2265', 'http://data.europa.eu/esco/isco/C2433']",91,Sales Advisor (Nea Erythraia) / Εκπρόσωπος Πωλήσεων (Νέα Ερυθραία),"About us
In 2023, FOURLIS Group entered into the fast growing sector of health and wellness with Holland & Barrett! So far, we count 10 physical retail stores operating in Attiki and Thessaloniki!
Our vision is to become a leading player in the health & wellness industry throughout the region of Greece, Romania and Bulgaria by opening 120 physical stores over time along with our Holland & Barrett e-shop!
Holland & Barrett International, established in 1870, is one of the Europe’s leading health and wellness retailers in providing a wide range of products in 4 key pillars - vitamins & supplements, natural beauty, health foods, and sports nutrition - with over 1.600 stores worldwide!
Do you want to become part of our health & wellness success story? If yes, then this is the right time to apply for the Sales Advisor position (full-time) for our shop-in-shop in Nea Erythraia (Attiki)!
Wellness begins with you, start your journey today!
 
The job
Sales Advisors are vital to our success! Yes, you will need to be able to carry out regular tasks for the optimal store operation like delivering exceptional customer service, making sales, replenishing shelves and keeping the store clean and tidy, but there's so much more to it than that! Sales Advisors are experts in giving our customers the advice they need to live healthier, happier lives. And you will be ready for whatever question, query or lifestyle goal is thrown your way, as we make sure you complete a specialized “Qualified to Advise” training that is designed in order for you to thrive in your role! The training is challenging, but it will turn you into a health and wellness expert, ready to advise our customers on whatever they need! If you want to go on and specialize in sports, nutrition, beauty or aromatherapy, we can help you to do that too.
 
The person
To be successful, we'd like you to show us that you have:

Passion and enthusiasm for our products, nutritional supplements, natural beauty and healthy living
Compassionate and consultative approach to customers
Motivation to study and ability to undertake computer-based study to support the product knowledge required to achieve an accredited qualification
Ability to work well within a team
Excellent communication and interpersonal skills
Ability to effectively multi-task
Positive attitude and achievement drive
At least one (1) year of experience in sales/customer service
Good knowledge of the English language, both written and verbal
PC skills
Fulfilled military obligations (where applicable)

Considered as an asset:

Bachelor's Degree in Nutrition & Dietetic Science studies or Pharmacy studies or related field

 
We offer
We offer a competitive remuneration & benefits package (bonus scheme, medical plan, etc.), extensive and continuous training, as well as exceptional opportunities to grow and develop both personally and professionally in an exciting and empowering work environment!
If you want to join our team, please send us your complete resume!",Mid-level,Full-time,"Nea Erythraia, Greece",EL,,,,2024-09-09,kariera.gr,168803
,"['http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82', 'http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3', 'http://data.europa.eu/esco/skill/e8bd4f15-c928-463c-8454-5a7d99dd9926', 'http://data.europa.eu/esco/skill/f7f56b20-8f05-4731-a1bf-79fdcffc72ce']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/isco/C243', 'http://data.europa.eu/esco/isco/C3322', 'http://data.europa.eu/esco/isco/C523']",94,Salesmen - Saleswomen Spring,"Do you have a passion for sales? Do you want to work and develop your career in a dynamic and constantly developing environment? Do you love pets as much as we do?
Don't wait any longer! Apply now and join the most Pawsome team🐾
 
Who are we?
Pet City Group is the largest chain of pet food and accessories stores in Greece, with a presence of more than 30 years in the field of retail trade. Our team consists of a network of 97 stores and 800 people who love animals, like development and knowledge, and we give our best to Pet service every day.
As part of our growth, we are looking for enthusiastic candidates with a passion for sales and oriented towards the best possible customer service to fill the positions of Salesperson in our store in the Spring.
 
What makes a Sales Associate stand out?
As a Sales Associate you are the heart of our stores. With your smile and pleasant disposition, you advise and guide every Pet Parent, so that they trust us every day both for their purchases and for the care of their beloved pets. Some of the characteristics that a successful Sales Associate should have are customer orientation, fluency in communication, courtesy, reliability, being affectionate, loving, consistent and adaptable and above all wanting to learn and develop within the Our team!
 
Your responsibilities:

Welcoming, informing and guiding customers for the best purchase option
Sales and after sales service ensuring a positive customer experience
Store stock control and replenishment when necessary to best serve needs
Processing orders, receiving and organizing the warehouse and the central area of ​​the store
Order receipt and control
Use of cash register

 
Necessary qualifications:

Willingness to train and develop
Customer service orientation
Basic knowledge of English and PC
Ease of communication and pleasant personality
Responsibility and consistency
Team spirit of cooperation

 
Our facilities:
💶 Competitive and stable salary package
🏆 Reward program for achieving corporate goals
🎓 Continuous training and development through Pet City Academy
💼 Career development opportunities to Supervisor --> Store Supervisor --> Store Manager in a dynamic and constantly growing environment
💊 Preferential prices and discounts in a network of partner companies for health, wellness and insurance benefits
🏷️ Staff discounts on our products and services.",Entry / Junior,Full-time,"Anoixi, Greece",EL,,,,2024-09-09,kariera.gr,168800
,"['http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82', 'http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3', 'http://data.europa.eu/esco/skill/e8bd4f15-c928-463c-8454-5a7d99dd9926', 'http://data.europa.eu/esco/skill/f7f56b20-8f05-4731-a1bf-79fdcffc72ce']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/isco/C243', 'http://data.europa.eu/esco/isco/C3322', 'http://data.europa.eu/esco/isco/C523']",96,Salesmen - Saleswomen Vari,"Do you have a passion for sales? Do you want to work and develop your career in a dynamic and constantly developing environment? Do you love pets as much as we do?
Don't wait any longer! Apply now and join the most Pawsome team🐾
 
Who are we?
The Pet City Group is the largest chain of pet food and accessories stores in Greece, with a presence of more than 35 years in the field of retail trade. Our team consists of a network of 97 stores and 800 people who love animals, like development and knowledge, and we give our best to Pet service every day.
As part of our development, we are looking for enthusiastic candidates with a passion for sales and oriented towards the best possible service to our customers to fill the positions of Salesperson in our stores in Vari.
 
What makes a Sales Associate stand out?
As a Sales Associate you are the heart of our stores. With your smile and pleasant disposition, you advise and guide every Pet Parent, so that they trust us every day both for their purchases and for the care of their beloved pets. Some of the characteristics that a successful Sales Associate should have are customer orientation, fluency in communication, courtesy, reliability, being affectionate, loving, consistent and adaptable and above all wanting to learn and develop within the Our team!
 
Your responsibilities:

Welcoming, informing and guiding customers for the best purchase option
Sales and after sales service ensuring a positive customer experience
Store stock control and replenishment when necessary to best serve needs
Processing orders, receiving and organizing the warehouse and the central area of ​​the store
Order receipt and control
Use of cash register

 
Necessary qualifications:

Willingness to train and develop
Customer service orientation
Basic knowledge of English and PC
Ease of communication and pleasant personality
Responsibility and consistency
Team spirit of cooperation

 
Our facilities:
💶 Competitive and stable salary package
🏆 Reward program for achieving corporate goals
🎓 Continuous training and development through Pet City Academy
💼 Career development opportunities to Supervisor --> Store Supervisor --> Store Manager in a dynamic and constantly growing environment
💊 Preferential prices and discounts in a network of partner companies for health, wellness and insurance benefits
🏷️ Staff discounts on our products and services.",Entry / Junior,Full-time,"Vari, Greece",EL,,,,2024-09-09,kariera.gr,168799
